,message,label
943,In the end she might still vomit but its okay. Not everything will come out.,0
944,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,0
945,Hey gals.. Anyone of u going down to e driving centre tmr?,0
946,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,0
947,Host-based IDPS for linux systems.,0
948,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1
949,Ill be there on  &lt;#&gt;  ok.,0
950,Oh my God. I'm almost home,0
951,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0
952,Sounds like something that someone testing me would sayy,0
953,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",0
954,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,0
955,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",0
956,Hows the champ just leaving glasgow!,0
957,I need to come home and give you some good lovin...,0
958,Shall i ask one thing if you dont mistake me.,0
959,Check wid corect speling i.e. Sarcasm,0
960,"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",1
961,Hi:)cts employee how are you?,0
962,Pls pls find out from aunt nike.,0
963,No screaming means shouting..,0
964,Should I have picked up a receipt or something earlier,0
965,I think chennai well settled?,0
966,Horrible bf... I now v hungry...,0
967,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,0
968,Midnight at the earliest,0
969,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,0
970,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,0
971,Now press conference da:),0
972,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",1
973,After completed degree. There is no use in joining finance.,0
974,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",0
975,Shant disturb u anymore... Jia you...,0
976,"Me, i dont know again oh",0
977,Dude sux for snake. He got old and raiden got buff,0
978,He says hi and to get your ass back to south tampa (preferably at a kegger),0
979,In e msg jus now. U said thanks for gift.,0
980,U too...,0
981,Ok how you dear. Did you call chechi,0
982,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,0
983,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,0
984,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but",0
985,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,0
986,Dude just saw a parked car with its sunroof popped up. Sux,0
987,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",0
988,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,0
989,I dont have that much image in class.,0
990,No:-)i got rumour that you going to buy apartment in chennai:-),0
991,Near kalainar tv office.thenampet,0
992,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,1
993,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,0
994,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",0
995,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,0
996,"Yep, at derek's house now, see you Sunday &lt;3",0
997,"Sorry, I'll call later",0
998,There are no other charges after transfer charges and you can withdraw anyhow you like,0
999,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",0
1000,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,0
1001,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",0
1002,That's my honeymoon outfit. :),0
1003,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,0
1004,Pls confirm the time to collect the cheque.,0
1005,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,1
1006,"Yeah probably, I still gotta check out with leo",0
1007,K.then any other special?,0
1008,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,0
1009,Ok pa. Nothing problem:-),0
1010,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",0
1011,When you came to hostel.,0
1012,Ok no prob... I'll come after lunch then...,0
1013,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,0
1014,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,0
1015,You all ready for * big day tomorrow?,0
1016,Me sef dey laugh you. Meanwhile how's my darling anjie!,0
1017,Mm i had my food da from out,0
1018,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",0
1019,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,0
1020,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",0
1021,Dear how you. Are you ok?,0
1022,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS",1
1023,Yes princess! I want to make you happy...,0
1024,Sounds like you have many talents! would you like to go on a dinner date next week?,0
1025,I am going to film 2day da. At 6pm. Sorry da.,0
1026,Yesterday its with me only . Now am going home.,0
1027,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",0
1028,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",1
1029,Great comedy..cant stop laughing da:),0
1030,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,1
1031,"Alright, we're all set here, text the man",0
1032,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",0
1033,India have to take lead:),0
1034,I.ll post her out l8r. In class,0
1035,ITS A LAPTOP TAKE IT WITH YOU.,0
1036,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,0
1037,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,0
1038,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",1
1039,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",0
1040,At 7 we will go ok na.,0
1041,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),0
1042,"Yeah, where's your class at?",0
1043,No just send to you. Bec you in temple na.,0
1044,"You aren't coming home between class, right? I need to work out and shower!",0
1045,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL,1
1046,S but mostly not like that.,0
1047,__ v ma fan...,0
1048,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,0
1049,Guess who spent all last night phasing in and out of the fourth dimension,0
1050,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,0
1051,Lmao!nice 1,0
1052,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,1
1053,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,1
1054,Nah dub but je still buff,0
1055,"Yeah, that's fine! It's å£6 to get in, is that ok? ",0
1056,Lol where do u come up with these ideas?,0
1057,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",0
1058,Okay... We wait ah,0
1059,Y lei?,0
1060,Already am squatting is the new way of walking,0
1061,Cramps stopped. Going back to sleep,0
1062,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,1
1063,Bring tat cd don forget,0
1064,__ eatin later but i'm eatin wif my frens now lei... __ going home first? ,0
1065,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",0
1066,Hai priya are you right. What doctor said pa. Where are you.,0
1067,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",1
1068,Ok...,0
1069,Please ask mummy to call father,0
1070,Can come my room but cannot come my house cos my house still messy... Haha...,0
1071,I have lost 10 kilos as of today!,0
1072,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,0
1073,Yun ah.now __ wkg where?btw if __ go nus sc. __ wana specialise in wad?,0
1074,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,0
1075,Was doing my test earlier. I appreciate you. Will call you tomorrow.,0
1076,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",0
1077,U meet other fren dun wan meet me ah... Muz b a guy rite...,0
1078,"(No promises on when though, haven't even gotten dinner yet)",0
1079,o turns out i had stereo love on mi phone under the unknown album.,0
1080,Yeah I don't see why not,0
1081,Asking do u knw them or nt? May be ur frnds or classmates?,0
1082,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,1
1083,"As in missionary hook up, doggy hook up, standing...|",0
1084,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,0
1085,Am watching house ___ very entertaining ___ am getting the whole hugh laurie thing ___ even with the stick ___ indeed especially with the stick.,0
1086,Thought praps you meant another one. Goodo! I'll look tomorrow ,0
1087,I went to project centre,0
1088,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0
1089,Doing project w frens lor. ,0
1090,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",1
1091,I will come tomorrow di,0
1092,I cant pick the phone right now. Pls send a message,0
1093,U guys never invite me anywhere :(,0
1094,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,1
1095,I can do that! I want to please you both inside and outside the bedroom...,0
1096,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",0
1097,I love to wine and dine my lady!,0
1098,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,1
1099,"Iå_m cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",0
1100,I think u have the wrong number.,0
1101,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),0
1102,DO NOT B LATE LOVE MUM,0
1103,Got it..mail panren paru..,0
1104,Give one miss from that number please,0
1105,How is your schedule next week? I am out of town this weekend.,0
1106,Really good:)dhanush rocks once again:),0
1107,Lmao ok I wont be needing u to do my hair anymore.,0
1108,"Miss ya, need ya, want ya, love ya.",0
1109,Sorry i'm not free...,0
1110,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,0
1111,Nt yet chikku..simple habba..hw abt u?,0
1112,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,0
1113,Joy's father is John. Then John is the NAME of Joy's father. Mandan,0
1114,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,0
1115,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1
1116,How. Its a little difficult but its a simple way to enter this place,0
1117,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,0
1118,Watching tv now. I got new job :),0
1119,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",0
1120,Did u see what I posted on your Facebook?,0
1121,Call FREEPHONE 0800 542 0578 now!,1
1122,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",0
1123,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",1
1124,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,1
1125,";-( oh well, c u later",0
1126,No dear i do have free messages without any recharge. Hi hi hi,0
1127,I dun believe u. I thk u told him.,0
1128,Yes:)sura in sun tv.:)lol.,0
1129,Takin a shower now but yeah I'll leave when I'm done,0
1130,U havenå_t lost me ill always b here 4u.i didnå_t intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thatå_s what itried2tell urmom.i careabout u,0
1131,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",1
1132,How much i gave to you. Morning.,0
1133,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",0
1134,Can i get your opinion on something first?,0
1135,"If we hit it off, you can move in with me :)",0
1136,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,0
1137,I'm in class. Did you get my text.,0
1138,The bus leaves at  &lt;#&gt; ,0
1139,God bless.get good sleep my dear...i will pray!,0
1140,Do have a nice day today. I love you so dearly.,0
1141,Aiyo a bit pai seh __ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,0
1142,"Aight, I'll ask a few of my roommates",0
1143,"Now, whats your house # again ? And do you have any beer there ?",0
1144,"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\""""",0
1145,Yes we are chatting too.,0
1146,Sian... Aft meeting supervisor got work 2 do liao... U working now?,0
1147,Well i will watch shrek in 3D!!B),0
1148,Am i that much dirty fellow?,0
1149,I'll probably be by tomorrow (or even later tonight if something's going on),0
1150,If you're thinking of lifting me one then no.,0
1151,Sent me ur email id soon,0
1152,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0
1153,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",0
1154,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,0
1155,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",1
1156,Hello- thanx for taking that call. I got a job! Starts on monday!,0
1157,When should I come over?,0
1158,I have a rather prominent bite mark on my right cheek,0
1159,* Will be september by then!,0
1160,Are you wet right now?,0
1161,And how's your husband.,0
1162,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",1
1163,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,0
1164,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,0
1165,"\Are you comingdown later?\""""",0
1166,Da is good good player.why he is unsold.,0
1167,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,0
1168,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",1
1169,You got job in wipro:)you will get every thing in life in 2 or 3 years.,0
1170,Then cant get da laptop? My matric card wif __ lei... ,0
1171,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,0
1172,K.:)you are the only girl waiting in reception ah?,0
1173,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0
1174,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,0
1175,"Sir, i am waiting for your call.",0
1176,What's up. Do you want me to come online?,0
1177,"It could work, we'll reach a consensus at the next meeting",0
1178,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",0
1179,I'll let you know when it kicks in,0
1180,You call him now ok i said call him,0
1181,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,0
1182,Or __ go buy wif him then i meet __ later can?,0
1183,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,0
1184,Today my system sh get ready.all is well and i am also in the deep well,0
1185,Mom wants to know where you at,0
1186,"Aight, I'll text you when I'm back",0
1187,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,0
1188,You have WON a guaranteed å£1000 cash or a å£2000 prize.To claim yr prize call our customer service representative on,1
1189,Watching tv now. I got new job :),0
1190,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,0
1191,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,1
1192,Just seeing your missed call my dear brother. Do have a gr8 day.,0
1193,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",0
1194,I think asking for a gym is the excuse for lazy people. I jog.,0
1195,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,1
1196,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or å£5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,1
1197,No. On the way home. So if not for the long dry spell the season would have been over,0
1198,I gotta collect da car at 6 lei.,0
1199,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,0
1200,Probably earlier than that if the station's where I think it is,0
1201,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,1
1202,Good Morning plz call me sir,0
1203,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",1
1204,"Uh, heads up we don't have THAT much left",0
1205,"Aight, sounds good. When do you want me to come down?",0
1206,Wat would u like 4 ur birthday?,0
1207,I love working from home :),0
1208,And miss vday the parachute and double coins??? U must not know me very well...,0
1209,"Sorry, I'll call later",0
1210,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1
1211,"There're some people by mu, I'm at the table by lambda",0
1212,And stop being an old man. You get to build snowman snow angels and snowball fights.,0
1213,ELLO BABE U OK?,0
1214,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,0
1215,Then u going ikea str aft dat?,0
1216,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,0
1217,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,0
1218,You want to go? ,0
1219,Is fujitsu s series lifebook good?,0
1220,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,0
1221,Dont know you bring some food,0
1222,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,0
1223,Ok,0
1224,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",0
1225,Call from 08702490080 - tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,1
1226,Jus finished avatar nigro,0
1227,R u over scratching it?,0
1228,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do,0
1229,Excellent! Are you ready to moan and scream in ecstasy?,0
1230,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,0
1231,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",1
1232,K...k:)why cant you come here and search job:),0
1233,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,0
1234,Can __ call me at 10:10 to make sure dat i've woken up...,0
1235,I cant pick the phone right now. Pls send a message,0
1236,Wait 2 min..stand at bus stop,0
1237,Oh ic. I thought you meant mary jane.,0
1238,Nah im goin 2 the wrks with j wot bout u?,0
1239,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,0
1240,"Aight I'll grab something to eat too, text me when you're back at mu",0
1241,K...k:)why cant you come here and search job:),0
1242,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,0
1243,Howz that persons story,0
1244,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,1
1245,LOL that would be awesome payback.,0
1246,it to 80488. Your 500 free text messages are valid until 31 December 2005.,1
1247,Thanks. It was only from tescos but quite nice. All gone now. Speak soon ,0
1248,What's a feathery bowa? Is that something guys have that I don't know about?,0
1249,Even i cant close my eyes you are in me our vava playing umma :-D,0
1250,2 laptop... I noe infra but too slow lar... I wan fast one,0
1251,Enjoy ur life. . Good night,0
1252,I had askd u a question some hours before. Its answer,0
1253,Thats cool. Where should i cum? On you or in you? :),0
1254,Lol alright i was thinkin that too haha,0
1255,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,0
1256,Shhhhh nobody is supposed to know!,0
1257,Hey i will be late... i'm at amk. Need to drink tea or coffee,0
1258,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,0
1259,S..antha num corrct dane,0
1260,No calls..messages..missed calls,0
1261,The basket's gettin full so I might be by tonight,0
1262,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,0
1263,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,0
1264,Idea will soon get converted to live:),0
1265,Can't take any major roles in community outreach. You rock mel,0
1266,Shopping lor. Them raining mah hard 2 leave orchard.,0
1267,See the forwarding message for proof,0
1268,Dunno lei... I thk mum lazy to go out... I neva ask her yet...,0
1269,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",0
1270,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",0
1271,Ambrith..madurai..met u in arun dha marrge..remembr?,0
1272,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time ,0
1273,From tomorrow onwards eve 6 to 3 work.,0
1274,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",0
1275,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",1
1276,U having lunch alone? I now so bored...,0
1277,"Yes obviously, but you are the eggs-pert and the potato head___ Speak soon! ",0
1278,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,0
1279,Thanx but my birthday is over already.,0
1280,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",0
1281,"I noe la... U wana pei bf oso rite... K lor, other days den...",0
1282,Is avatar supposed to have subtoitles,0
1283,You can jot down things you want to remember later.,0
1284,Oh sorry please its over,0
1285,__ dun wan to watch infernal affair?,0
1286,"Me not waking up until 4 in the afternoon, sup",0
1287,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,1
1288,I can send you a pic if you like :),0
1289,"Aight fuck it, I'll get it later",0
1290,No de. But call me after some time. Ill tell you k,0
1291,How much is blackberry bold2 in nigeria.,0
1292,Hi where you. You in home or calicut?,0
1293,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",0
1294,Y so late but i need to go n get da laptop...,0
1295,"Sir, I am waiting for your mail.",0
1296,.Please charge my mobile when you get up in morning.,0
1297,"Nothing, i got msg frm tht unknown no..",0
1298,Ugh fuck it I'm resubbing to eve,0
1299,I did. One slice and one breadstick. Lol,0
1300,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",0
1301,"URGENT! Your mobile No *********** WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",1
1302,Who's there say hi to our drugdealer,0
1303,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,0
