,message,label
374,"Better than bb. If he wont use it, his wife will or them doctor",0
375,Ya it came a while ago,0
376,Anything lor but toa payoh got place 2 walk meh...,0
377,Is there any movie theatre i can go to and watch unlimited movies and just pay once?,0
378,"Nah man, my car is meant to be crammed full of people",0
379,"Yes, i'm small kid.. And boost is the secret of my energy..",0
380,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",0
381,Okay... I booked all already... Including the one at bugis.,0
382,So dont use hook up any how,0
383,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,0
384,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",1
385,He didn't see his shadow. We get an early spring yay,0
386,Is there any training tomorrow?,0
387,Yar lor actually we quite fast... Cos da ge slow wat... Haha...,0
388,Must come later.. I normally bathe him in da afternoon mah..,0
389,Dude how do you like the buff wind.,0
390,\alright babe,0
391,S:-)kallis wont play in first two odi:-),0
392,Then get some cash together and I'll text jason,0
393,I fetch yun or u fetch?,0
394,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",0
395,Well I'm going to be an aunty!,0
396,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,1
397,Well done and ! luv ya all ,0
398,K still are you loving me.,0
399,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,1
400,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",0
401,Waaaat?? Lololo ok next time then!,0
402,I'm not coming home 4 dinner.,0
403,"Thank you. And by the way, I just lost.",0
404,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,0
405,I wont. So wat's wit the guys,0
406,"Hiya, had a good day? Have you spoken to since the weekend?",0
407,See? I thought it all through,0
408,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",0
409,I called but no one pick up e phone. I ask both of them already they said ok.,0
410,Hi my email address has changed now it is ,0
411,Bring it if you got it,0
412,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",0
413,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",0
414,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",1
415,Ok then i'll let him noe later n ask him call u tmr...,0
416,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,0
417,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,0
418,Those were my exact intentions,0
419,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",0
420,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,0
421,How did you find out in a way that didn't include all of these details,0
422,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154",1
423,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,0
424,Ok. Me watching tv too.,0
425,Here got lots of hair dresser fr china.,0
426,Did you show him and wot did he say or could u not c him 4 dust?,0
427,It should take about  &lt;#&gt;  min,0
428,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,1
429,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,1
430,Love you aathi..love u lot..,0
431,"I hav almost reached. Call, i m unable to connect u.",0
432,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,1
433,You have 1 new message. Please call 08718738034.,1
434,Draw va?i dont think so:),0
435,Dont pick up d call when something important is There to tell. Hrishi,0
436,"Aight that'll work, thanks",0
437,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,1
438,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",0
439,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",1
440,This pain couldn't have come at a worse time.,0
441,Should I be stalking u?,0
442,Long beach lor. Expected... U having dinner now?,0
443,We are both fine. Thanks,0
444,Do you like Italian food?,0
445,"Alright, see you in a bit",0
446,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,1
447,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,0
448,But i dint slept in afternoon.,0
449,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,1
450,Okay same with me. Well thanks for the clarification,0
451,I'll talk to the others and probably just come early tomorrow then,0
452,Ok then no need to tell me anything i am going to sleep good night,0
453,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),0
454,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,1
455,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,0
456,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,1
457,"Sorry, I'll call later",0
458,"Thanks da thangam, i feel very very happy dear. I also miss you da.",0
459,Hi! This is Roger from CL. How are you?,0
460,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,0
461,I'm meeting Darren...,0
462,O was not into fps then.,0
463,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,1
464,A bloo bloo bloo I'll miss the first bowl,0
465,Do you think i can move  &lt;#&gt;  in a week,0
466,She.s find. I sent you an offline message to know how anjola's now.,0
467,"Great. I'm in church now, will holla when i get out",0
468,Do u knw dis no. &lt;#&gt; ?,0
469,Then she dun believe wat?,0
470,K..give back my thanks.,0
471,"Cool, I'll text you when I'm on the way",0
472,i dnt wnt to tlk wid u,0
473,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,0
474,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,0
475,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,0
476,Yup i've finished c Ì_ there...,0
477,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,0
478,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",0
479,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,0
480,Er yep sure. Props?,0
481,Ok. I only ask abt e movie. U wan ktv oso?,0
482,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0
483,Yup ok...,0
484,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",0
485,Hmmm:)how many players selected?,0
486,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",0
487,Yup but not studying surfing lor. I'm in e lazy mode today.,0
488,K..k..i'm also fine:)when will you complete the course?,0
489,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",0
490,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,0
491,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",0
492,Now thats going to ruin your thesis!,0
493,I dunno until when... Lets go learn pilates...,0
494,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),0
495,Okie... Thanx...,0
496,So when you gonna get rimac access ,0
497,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",0
498,I cant pick the phone right now. Pls send a message,0
499,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,1
500,Ok lor...,0
501,I WILL CAL YOU SIR. In meeting,0
502,"That's what I love to hear :V see you sundayish, then",0
503,Tiwary to rcb.battle between bang and kochi.,0
504,Am in gobi arts college,0
505,"Sorry, I'll call later",0
506,Want to finally have lunch today?,0
507,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",0
508,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",0
509,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,0
510,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",0
511,Ok lor...,0
512,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",0
513,No. But we'll do medical missions to nigeria,0
514,No i am not having not any movies in my laptop,0
515,Whatsup there. Dont u want to sleep,0
516,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",1
517,I havent lei.. Next mon can?,0
518,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,0
519,Really? I crashed out cuddled on my sofa.,0
520,"I sent you the prices and do you mean the  &lt;#&gt; g,",0
521,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",0
522,Yo we are watching a movie on netflix,0
523,ARR birthday today:) i wish him to get more oscar.,0
524,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0
525,Wow v v impressed. Have funs shopping!,0
526,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,1
527,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,1
528,Send me your id and password,0
529,Well I might not come then...,0
530,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,0
531,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,0
532,UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870,1
533,"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham""",0
534,Not from this campus. Are you in the library?,0
535,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,0
536,I've told him that i've returned it. That should i re order it.,0
537,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,0
538,Yes princess! I want to catch you with my big strong hands...,0
539,Mm so you asked me not to call radio,0
540,Thinkin about someone is all good. No drugs for that,0
541,No need to buy lunch for me.. I eat maggi mee..,0
542,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",0
543,Nice.nice.how is it working?,0
544,Were trying to find a Chinese food place around here,0
545,"Easy mate, * guess the quick drink was bit ambitious.",0
546,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,0
547,Will be out of class in a few hours. Sorry,0
548,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0
549,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,0
550,Are you going to wipro interview today?,0
551,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,0
552,I want to be there so i can kiss you and feel you next to me,0
553,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",0
554,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,0
555,My battery is low babe,0
556,Shuhui has bought ron's present it's a swatch watch...,0
557,Went to ganesh dress shop,0
558,ÌÏ collecting ur laptop then going to configure da settings izzit?,0
559,Tell me pa. How is pain de.,0
560,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",0
561,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,1
562,How do you guys go to see movies on your side.,0
563,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,0
564,Thanks chikku..:-) gud nyt:-*,0
565,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",0
566,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx,0
567,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,0
568,Yup n her fren lor. I'm meeting my fren at 730.,0
569,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",0
570,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",0
571,Tell me whos this pls:-),0
572,Yes there were many sweets,0
573,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,0
574,You dont know you jabo me abi.,0
575,"Don't worry, * is easy once have ingredients!",0
576,I love u 2 my little pocy bell I am sorry but I love u,0
577,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",0
578,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1
579,"Excellent, I'll see what riley's plans are",0
580,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",1
581,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",1
582,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,1
583,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,0
584,How dare you change my ring,0
585,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,0
586,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,0
587,You are not bothering me but you have to trust my answers. Pls.,0
588,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",0
589,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,0
590,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",0
591,So how's the weather over there?,0
592,Ok,0
593,Please leave this topic..sorry for telling that..,0
594,Pls send me the correct name da.,0
595,Ok. How many should i buy.,0
596,Somebody should go to andros and steal ice,0
597,K..k:)how about your training process?,0
598,What Today-sunday..sunday is holiday..so no work..,0
599,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,0
600,"U so lousy, run already come back then half dead... Hee...",0
601,That's y i said it's bad dat all e gals know u... Wat u doing now?,0
602,Uncle Abbey! Happy New Year. Abiola,0
603,Now am free call me pa.,0
604,U coming 2 pick me?,0
605,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,0
606,So no messages. Had food?,0
607,Is ur lecture over?,0
608,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,0
609,"Haha I heard that, text me when you're around",0
610,I.ll get there tomorrow and send it to you,0
611,Yo! Howz u? girls never rang after india. L,0
612,Ok...,0
613,Are you up for the challenge? I know i am :),0
614,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,0
615,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,1
616,"Mah b, I'll pick it up tomorrow",0
617,Still otside le..u come 2morrow maga..,0
618,There the size of elephant tablets & u shove um up ur ass!!,0
619,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub,1
620,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,0
621,At home also.,0
622,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,0
623,Come to mahal bus stop.. &lt;DECIMAL&gt;,0
624,Me too baby! I promise to treat you well! I bet you will take good care of me...,0
625,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,1
626,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",0
627,Good. No swimsuit allowed :),0
628,Also track down any lighters you can find,0
629,"Babe, I need your advice",0
630,Come to medical college at 7pm ......forward it da,0
631,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,0
632,I'm always looking for an excuse to be in the city.,0
633,O shore are you takin the bus,0
634,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",0
635,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",0
636,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,0
637,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,1
638,RCT' THNQ Adrian for U text. Rgds Vatian,1
639,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,0
640,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,0
641,Oh ho. Is this the first time u use these type of words,0
642,I know girls always safe and selfish know i got it pa. Thank you. good night.,0
643, what number do u live at? Is it 11?,0
644,Sac will score big hundred.he is set batsman:-),0
645,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",0
646,"Sorry, I'll call later",0
647,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,0
648,And now electricity just went out fml.,0
649,"Looks like you found something to do other than smoke, great job!",0
650,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",1
651,Ok can...,0
652,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",0
653,Same as kallis dismissial in 2nd test:-).,0
654,"I'm in a meeting, call me later at",0
655,Then i buy.,0
656,Heehee that was so funny tho,0
657,It only does simple arithmetic not percentages.,0
658,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\""""",0
659,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",0
660,No pic. Please re-send.,0
661,True. Its easier with her here.,0
662,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,0
663,Sending you greetings of joy and happiness. Do have a gr8 evening,0
664,If india win or level series means this is record:),0
665,Its good to hear from you,0
666,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,0
667,Have your lunch and come quickly and open the door:),0
668,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,1
669,I can ask around but there's not a lot in terms of mids up here,0
670,What was she looking for?,0
671,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,1
672,"Yeah, probably earlier than that",0
673,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",1
674,You said to me before i went back to bed that you can't sleep for anything.,0
675,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,0
676,I not free today i haf 2 pick my parents up tonite...,0
677,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",1
678,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",0
679,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!,0
680,Din i tell u jus now 420,0
681,Ok lor. I'm in town now lei.,0
682,I had it already..sabarish asked me to go..,0
683,Still chance there. If you search hard you will get it..let have a try :),0
684,"Yup, leaving right now, be back soon",0
685,Huh but i cant go 2 ur house empty handed right?,0
686,Good morning princess! Happy New Year!,0
687,I know you mood off today,0
688,"Jay told me already, will do",0
689,I have no idea where you are,0
690,I enjoy watching and playing football and basketball. Anything outdoors. And you?,0
691,Goin to workout lor... Muz lose e fats... ,0
692,"Damn, poor zac doesn't stand a chance",0
693,Meeting u is my work. . . Tel me when shall i do my work tomorrow,0
694,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,1
695,Oooh I got plenty of those!,0
696,Hui xin is in da lib.,0
697,* Thought I didn't see you.,0
698,Senthil group company Apnt 5pm.,0
699,Oh really?? Did you make it on air? What's your talent?,0
700,Studying. But i.ll be free next weekend.,0
701,I will reach ur home in  &lt;#&gt;  minutes,0
702,Well then you have a great weekend!,0
703,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear..""",0
704,Ok thanx... Take care then...,0
705,Hey r Ì_ still online? I've finished the formatting...,0
706,LOL what happens in Vegas stays in vegas,0
707,Great! I shoot big loads so get ready!,0
708,I'll meet you in the lobby,0
709,What happen dear tell me,0
710,"Sorry pa, i dont knw who ru pa?",0
711,Networking technical support associate.,0
712,"Yeah why not, is the gang all ready",0
713,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",0
714,"4 tacos + 1 rajas burrito, right?",0
715,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,1
716,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,1
717,Yes:)here tv is always available in work place..,0
718,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,0
719,Yes.mum lookin strong:),0
720,Where are you call me.,0
721,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,0
722,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",0
723,Ok lor. Msg me b4 u call.,0
724,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",1
725,Love it! I want to flood that pretty pussy with cum...,0
726,Short But Cute: \Be a good person,0
727,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,0
728,No da. I am happy that we sit together na,0
729,Yup song bro. No creative. Neva test quality. He said check review online.,0
730,Mm you ask him to come its enough :-),0
731,At the funeral home with Audrey and dad,0
732,Excellent! Wish we were together right now!,0
733,Yep then is fine 7.30 or 8.30 for ice age.,0
734,Just normal only here :),0
735,"Sure, I'll see if I can come by in a bit",0
736,Ok.,0
737,I'm thinking that chennai forgot to come for auction..,0
738,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,0
739,"Yeah that's what I thought, lemme know if anything's goin on later",0
740,Mmmm.... I cant wait to lick it!,0
741,Pls go there today  &lt;#&gt; . I dont want any excuses,0
742,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",0
743,R u still working now?,0
744,"Win the newest åÒHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",1
745,"not that I know of, most people up here are still out of town",0
746,Oh ok wait 4 me there... My lect havent finish,0
747,Yeah my usual guy's out of town but there're definitely people around I know,0
748,"Happy or sad , one thing about past is- \Its no more\"" GOOD MORNING :-):-).""",0
749,Okie but i scared u say i fat... Then u dun wan me already...,0
750,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,0
751,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,1
752,Like a personal sized or what,0
753,Cab is available.they pick up and drop at door steps.,0
754,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,1
755,Have you heard from this week?,0
756,Okie,0
757,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,1
758,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,0
759,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,0
760,No need to ke qi... ÌÏ too bored izzit y suddenly thk of this...,0
761,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,0
762,How? Izzit still raining?,0
763,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",0
764,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,0
765,"Until 545 lor... Ya, can go 4 dinner together...",0
766,HMM yeah if your not too grooved out! And im looking forward to my pound special :),0
